ticker_b3,M0_RW,M1_GARCH,M2_GARCHX
VALE3,1.379816150607193,0.7610793881939146,0.6438205969588734
VAMO3,1.1908696968283796,0.5189465781816079,0.5477326443745392
VIVA3,0.677337826528224,0.32234092847946705,0.34520689211180616
VIVR3,1.6780821510231856,1.3635772897189136,1.9929496160135036
VIVT3,1.1142805204743693,0.45666436203237787,0.46355093229715755
VLID3,1.1196429413421096,0.64855805098421,1.044097384708983
VULC3,1.213979532545392,0.5961735867255981,0.6052473824888371
WEGE3,1.9329096927392473,0.6413108097264161,0.9439507955243541
WHRL3,1.5992240210463486,1.2895954331176156,1.2200910526806574
WIZC3,1.5729895130462583,0.3812702800278215,0.4030218571689483
YDUQ3,1.076865354274784,0.3717239628970276,0.3756744867939488
