ticker_b3,modelo,i,z
AALR3,m3,129,0.10396431158611441
AALR3,m3,130,-0.3598667883088939
AALR3,m3,131,0.7250921545192113
AALR3,m3,132,0.06456886214959057
AALR3,m3,133,0.2328075336200782
AALR3,m3,134,-1.911585887353203
AALR3,m3,135,0.7921824848491922
AALR3,m3,136,0.2681279581396835
AALR3,m3,137,0.7248121441798656
AALR3,m3,138,-1.103512155784663
AALR3,m3,139,-0.5092352924736261
AALR3,m3,140,-0.06208411796154954
AALR3,m3,141,0.19246345123239794
AALR3,m3,142,-0.7810618296628152
AALR3,m3,143,-0.5115355620604191
AALR3,m3,144,-0.3221160378431871
AALR3,m3,145,2.1923487914130404
AALR3,m3,146,-0.6846629617810194
AALR3,m3,147,-0.25960368810805007
AALR3,m3,148,-0.11910610914855049
AALR3,m3,149,0.35597790071824936
AALR3,m3,150,0.4557171446212966
AALR3,m3,151,-0.9351421150430635
AALR3,m3,152,0.23048575962337464
AALR3,m3,153,-0.029729454618668966
AALR3,m3,154,2.2761107190447496
AALR3,m3,155,-0.896447188709865
AALR3,m3,156,-1.0281961705147404
AALR3,m4,1,0.09680983309049943
AALR3,m4,2,0.1006194544485412
AALR3,m4,3,0.13114544899378025
AALR3,m4,4,0.11575803813305152
AALR3,m4,5,0.05862238727093672
AALR3,m4,6,0.1877364909929065
AALR3,m4,7,0.06641092025303548
AALR3,m4,8,0.10040460782690715
AALR3,m4,9,0.05494540636619668
AALR3,m4,10,0.20591705585823955
AALR3,m4,11,0.08903858953065298
AALR3,m4,12,0.18961297547059827
AALR3,m4,13,0.08904254631703568
AALR3,m4,14,0.19216248860093335
AALR3,m4,15,0.19822306461630435
AALR3,m4,16,0.10714015199564006
AALR3,m4,17,0.19312573569136451
AALR3,m4,18,0.10334341746962561
AALR3,m4,19,0.11042001646312963
AALR3,m4,20,0.12806919480485998
AALR3,m4,21,-0.47398343846001473
AALR3,m4,22,-5.283977570670574
AALR3,m4,23,-1.9099739164012115
AALR3,m4,24,-1.7269841170754767
AALR3,m4,25,0.234492521593084
AALR3,m4,26,1.321363715589556
AALR3,m4,27,-0.2423749567968433
AALR3,m4,28,0.9900384645119121
AALR3,m4,29,-0.2938397316936062
AALR3,m4,30,1.0230655326316689
AALR3,m4,31,-1.5162885267863222
AALR3,m4,32,0.907149826899209
AALR3,m4,33,0.541253977072559
AALR3,m4,34,0.4286104262836917
AALR3,m4,35,0.1252386439170418
AALR3,m4,36,0.27103319273128784
AALR3,m4,37,1.0710778388171687
AALR3,m4,38,-0.3716897152120069
AALR3,m4,39,-0.19236446755508785
AALR3,m4,40,-0.25895212151659774
AALR3,m4,41,0.002143762555369243
AALR3,m4,42,-1.269905421522036
AALR3,m4,43,0.1976619201964869
AALR3,m4,44,-0.4587690652021262
AALR3,m4,45,0.11244261792019704
AALR3,m4,46,-0.10260967120786892
AALR3,m4,47,0.43745026309368135
AALR3,m4,48,0.18120043758738846
AALR3,m4,49,0.24819904466452816
AALR3,m4,50,-0.45690830078195016
AALR3,m4,51,-1.3409307104666786
AALR3,m4,52,0.18895531695447826
AALR3,m4,53,1.7012096169487192
AALR3,m4,54,0.6797857083022159
AALR3,m4,55,0.22131971116636293
AALR3,m4,56,0.5123280553905193
AALR3,m4,57,0.3073324368510366
AALR3,m4,58,0.2603679269850352
AALR3,m4,59,0.1334817483373533
AALR3,m4,60,0.17443570155898216
AALR3,m4,61,0.09185274799225869
AALR3,m4,62,-0.05730233222343679
AALR3,m4,63,-0.11113896043288786
AALR3,m4,64,0.5903037389608163
AALR3,m4,65,-0.6319998184243584
AALR3,m4,66,0.35123174211105607
AALR3,m4,67,0.4175896601697913
AALR3,m4,68,1.7676348478032216
AALR3,m4,69,0.8632713399306493
AALR3,m4,70,-0.8564926023099202
AALR3,m4,71,-0.920990117413173
AALR3,m4,72,-0.6262088466917061
AALR3,m4,73,0.48622110188209167
AALR3,m4,74,1.5019133660516195
AALR3,m4,75,1.6419472497021956
AALR3,m4,76,0.6402657864460021
AALR3,m4,77,-0.2886947186895398
AALR3,m4,78,0.540492025739157
AALR3,m4,79,-0.2799429295040319
AALR3,m4,80,-0.1540940962911721
AALR3,m4,81,0.20956936214084707
AALR3,m4,82,-0.05494048459123802
AALR3,m4,83,-1.634338015515155
AALR3,m4,84,1.639022112521625
AALR3,m4,85,-0.1855045289622171
AALR3,m4,86,0.4547559579473033
AALR3,m4,87,-0.2539657489952452
AALR3,m4,88,-0.6444556199949842
AALR3,m4,89,-0.6004430036167647
AALR3,m4,90,-0.6849977264929656
AALR3,m4,91,-0.4603993342621258
AALR3,m4,92,-0.01677760554349293
AALR3,m4,93,-1.1013232110090179
AALR3,m4,94,-1.5267640843918846
AALR3,m4,95,2.1038264023326336
AALR3,m4,96,1.4306363199279026
AALR3,m4,97,1.0464960767171119
AALR3,m4,98,-0.12151378153927574
AALR3,m4,99,-1.1431462872841196
AALR3,m4,100,0.18199807463791143
AALR3,m4,101,0.919807714197418
AALR3,m4,102,0.26794331016699247
AALR3,m4,103,0.7836624930870444
AALR3,m4,104,0.043934681942650246
AALR3,m4,105,0.17837639005956743
