ticker_b3,n_previsoes,gamma_medio,gamma_pval_medio,pct_signif_5pct,persistencia_m1,persistencia_m2,delta_egarch_medio,delta_egarch_pval_medio,pct_signif_egarch_5pct,delta_garch_medio,delta_garch_pval_medio,pct_signif_garch_5pct,leverage_m1_medio,leverage_m2_medio,persistencia_m3,persistencia_m4
ALUP4,103,-0.7824098673418419,0.06377108151806793,78.64077669902912,0.8990358205372581,0.6056329907106696,-0.7824098673418419,0.06377108151806793,78.64077669902912,0.013733460190024468,0.8571318732136598,1.9417475728155338,-0.11049743693790286,0.3468585931907395,0.9904579913745287,0.9817664649954384
AMAR3,103,0.04207827201485001,0.051455006129545386,90.29126213592234,0.8142164290175239,0.6597356226733618,0.04207827201485001,0.051455006129545386,90.29126213592234,0.17640265876229566,0.991111498234792,0,0.1768461374243427,0.0654065447738278,0.9884925441227969,0.9893237455412807
AMBP3,103,0.01489700829939278,0.28360203134390766,18.446601941747574,0.6054445130854543,0.6302232482936689,0.01489700829939278,0.28360203134390766,18.446601941747574,8.876184138498629e-9,0.9999998513233308,0,0.6403615047986521,0.5851283711079425,0.956618606964486,0.9898450076063174
AMER3,103,-0.003459662369993283,0.2181205156565563,66.01941747572816,0.7233249152865016,0.5035108769973986,-0.003459662369993283,0.2181205156565563,66.01941747572816,5.25428832847763,0.8675766457484929,1.9417475728155338,0.6414265047290172,0.6583520482585861,0.9989999881802684,1.3347790082496496
ANIM3,103,-0.18022835815872418,0.5432310276467653,0,0.32596761375595074,0.33396477640498645,-0.18022835815872418,0.5432310276467653,0,5.2236267994039985e-9,0.999999885823049,0,0.3586793468437883,0.4352361525277009,0.658884994310895,0.6666709109482232
AXIA3,103,-1.0972480930434454,0.7231617800844644,23.300970873786408,0.7639564578945369,0.7491047971391329,-1.0972480930434454,0.7231617800844644,23.300970873786408,3.1390243962772786e-8,0.9999976894678742,0,-0.009323767564503847,0.015459901187297027,0.9598798547171861,0.9600433657997198
AXIA6,103,-1.6091599569916024,0.291799538605125,32.038834951456316,0.7635366992213181,0.625754528182206,-1.6091599569916024,0.291799538605125,32.038834951456316,7.193179345074902e-9,0.9999965344284345,0,0.02231393402238482,0.03930701086712732,0.9853305463416242,0.9853434437597024
AZEV3,103,0.018989353572500055,0.24241040552041765,37.86407766990291,0.9256708288764454,0.7380108608759504,0.018989353572500055,0.24241040552041765,37.86407766990291,4.751416446964252,0.35618297246498815,11.650485436893204,0.34360770909610555,0.2628735241755479,0.8360781091189508,0.8751887911429513
AZEV4,103,0.20372120436222918,0.25128082314280265,26.21359223300971,0.8010048277423828,0.4167669827803083,0.20372120436222918,0.25128082314280265,26.21359223300971,24.348761569161205,0.5001109601777984,21.35922330097087,0.48998988845984093,0.5143920987860509,0.8993783493123609,0.7446424755758222
AZZA3,103,0.16647584280965078,0.5709521918240223,12.62135922330097,0.5841863932847157,0.3631146364915849,0.16647584280965078,0.5709521918240223,12.62135922330097,6.989879798987507e-9,0.9999985838482303,0,-6.598822285644733e-4,0.04150012020441014,0.9564300578931177,0.9597470740866593
B3SA3,103,-0.8836536565219701,0.08159106853062616,78.64077669902912,0.7120123860128074,0.6263236447893079,-0.8836536565219701,0.08159106853062616,78.64077669902912,8.937222694463287e-9,0.9999999987068382,0,0.16247143040610215,0.06637173566629427,0.9672016061299873,0.9675636312103919
BALM4,103,0.5538909605957661,0.7218545767175863,17.475728155339805,0.5643313371792686,0.5022759114020976,0.5538909605957661,0.7218545767175863,17.475728155339805,1.385563054576352e-8,0.9999961357187089,0,0.08374382564418727,0.0967647584476186,0.9968891550547058,0.9971528392556063
BAZA3,103,-0.0508737764017969,0.39849110492531825,22.330097087378643,0.4268554962848739,0.17509318906126095,-0.0508737764017969,0.39849110492531825,22.330097087378643,0.01296915452820322,0.8525085071811473,4.854368932038835,0.15125097441870466,0.21405544134299187,0.9474404282248483,0.9525815477329018
BBAS3,103,-0.28375948777586146,0.23544023121511234,26.21359223300971,0.9917627133883219,0.6342263637737551,-0.28375948777586146,0.23544023121511234,26.21359223300971,9.295765690628068e-9,0.9999999964867307,0,0.1915448932704566,0.17805628727909492,0.9757261945474024,0.9757269402649812
BBDC3,103,-0.06975753094373131,0.1471048918726568,43.689320388349515,0.36369905725226814,-0.042260383173884176,-0.06975753094373131,0.1471048918726568,43.689320388349515,8.594965936986219e-9,0.9999967193426471,0,-0.36376176974004754,-0.4142516772261904,0.9799291972208063,0.979612504847589
BBDC4,103,-0.12677489438619505,0.05256766359601171,66.01941747572816,-0.048721351690167586,0.06920265615659031,-0.12677489438619505,0.05256766359601171,66.01941747572816,9.158741439804914e-9,0.9999973624983508,0,-0.17676252842328938,-0.1773249277287908,0.9890292034112661,0.9844250806892059
BBSE3,103,-0.24296026802697962,0.05108558450687737,88.3495145631068,0.7829065558678017,1.001646877043476,-0.24296026802697962,0.05108558450687737,88.3495145631068,7.94325662876949e-9,0.9999999860591933,0,-0.013325979332070907,-0.13379385534031338,0.983001727122476,0.9828451370851216
BDLL4,103,0.22531263555427913,0.8591958344687823,1.9417475728155338,-0.38596471020505846,-0.4251131053089507,0.22531263555427913,0.8591958344687823,1.9417475728155338,8.92918590484203e-9,0.9999999704692051,0,0.5012069967083731,0.4854103744795029,0.9909652617633382,0.9923782796585996
BEEF3,103,-0.22627715577209434,0.14787827465942863,50.48543689320388,0.36719046960647345,0.21188538805519497,-0.22627715577209434,0.14787827465942863,50.48543689320388,9.443586982260787e-9,0.9999985199092735,0,-0.20142019265661223,-0.11732882019172025,0.9971672454822684,0.9977235073932372
BEES3,103,0.18904382069750333,0.17866670286174874,17.475728155339805,0.8743807106141759,0.8010207814544752,0.18904382069750333,0.17866670286174874,17.475728155339805,1.3057128080997957,0.2865808305295455,42.71844660194174,0.4657667589175997,0.4789935709201954,0.6931610731425063,0.6358348874006056
BEES4,103,-0.6900042838107137,0.183851773927676,58.252427184466015,1.08381744144258,0.9149349129199974,-0.6900042838107137,0.183851773927676,58.252427184466015,0.010499667366306477,0.7560106014353607,0,0.13343127866029403,0.3912283488449287,0.8068185482242465,0.8204318716194848
BGIP3,103,0.00255264329351922,0.5898854999479969,4.854368932038835,-0.3159483775157429,-0.2776083247722713,0.00255264329351922,0.5898854999479969,4.854368932038835,1.0920356157277057e-8,0.999999898699247,0,0.5435984931633119,0.46664153796817837,0.9294516829564883,0.993786889683364
BGIP4,103,0.010138544802303777,0.03330018149887601,84.46601941747572,1.0222996417358599,0.6776698023972085,0.010138544802303777,0.03330018149887601,84.46601941747572,0.007225523803075226,0.9852572355681088,0,-0.07818887463725055,-0.06487814715101123,0.9755254875356453,0.9810133165919308
