semana,preco_abertura,preco_fechamento,volume_total,n_preços,rv,ret_semanal,ticker_yf,ticker_b3,svi_zeros_pct,svi,svi_diff,svi_log_dev,svi_exp_dev
2021-05-14,7.800000190734863,7.949999809265137,5513500.0,5,0.0079580702113433,-0.0112571737717931,TCSA3.SA,TCSA3,32.0896,50,-7.0,0.42028019389330495,1.5223880597014925
2021-05-21,7.949999809265137,7.769999980926514,4208900.0,5,0.0048971919952913,-0.0229017427496375,TCSA3.SA,TCSA3,32.0896,35,-15.0,0.0281708769666964,1.0285714285714287
2021-05-28,7.659999847412109,7.730000019073486,5176900.0,5,0.0013608631458951,-0.0051612968580026,TCSA3.SA,TCSA3,32.0896,42,7.0,0.20585205420414887,1.2285714285714286
2021-06-04,7.539999961853027,9.029999732971191,9926300.0,4,0.0114926686824763,0.1554434727908037,TCSA3.SA,TCSA3,32.0896,53,11.0,0.3126833746571984,1.367088607594937
2021-06-11,9.020000457763672,8.539999961853027,7935700.0,5,0.0025544939174172,-0.0557913345239768,TCSA3.SA,TCSA3,32.0896,46,-7.0,0.0,1.0
2021-06-18,8.699999809265137,8.739999771118164,5944000.0,5,0.0032051822157314,0.0231491601459707,TCSA3.SA,TCSA3,32.0896,37,-9.0,-0.2542341383842408,0.7755102040816326
2021-06-25,8.59000015258789,8.869999885559082,5521300.0,5,0.0031059258911607,0.0147646199398772,TCSA3.SA,TCSA3,32.0896,32,-5.0,-0.39531273664414623,0.6734693877551021
2021-07-02,8.59000015258789,8.220000267028809,4044000.0,5,0.0022580869821345,-0.0761045418661233,TCSA3.SA,TCSA3,32.0896,27,-5.0,-0.4744579795951158,0.6222222222222222
2021-07-09,8.25,8.010000228881836,4058400.0,4,0.0008518119936877,-0.0258794518985658,TCSA3.SA,TCSA3,32.0896,18,-9.0,-0.756862994946053,0.4691358024691358
2021-07-16,8.239999771118164,7.900000095367432,2998300.0,5,0.0020559558004486,-0.0138280181099762,TCSA3.SA,TCSA3,32.0896,29,11.0,-0.2097205309820689,0.810810810810811
2021-07-23,7.78000020980835,7.710000038146973,2527200.0,5,0.0021595146294524,-0.0243445790218379,TCSA3.SA,TCSA3,32.0896,16,-13.0,-0.7363193524251539,0.4788732394366198
