ticker_b3,semana,rv,rv_pred_m0,rv_pred_m1,omega,alpha,beta,leverage_m1,status_m1,rv_pred_m2,alpha_m2,beta_m2,leverage_m2,gamma,gamma_pval,status_m2,rv_pred_m3,omega_m3,alpha_m3,beta_m3,status_m3,rv_pred_m4,alpha_m4,beta_m4,delta_m4,delta_pval_m4,status_m4
AALR3,2024-06-21,0.0018894921405169,0.0020265699073099,0.0194430341867159,0.9095000646469377,-0.47431558638187704,0.7913990910822056,1.201710597092001,ok,0.02210365688951917,-0.4890222969653262,0.7076454794278664,1.3798971651548204,-0.09351780052932232,0.059380528510434294,ok,0.010688037460997394,12.721463164415717,0.8879724111997652,0.11102759280045968,ok,0.0030683481625184204,0.024889219476776504,0.9052796313482349,1.573073511831615,0.0015293455110312326,ok
AALR3,2024-06-28,0.0014036745464155,0.0018894921405169,0.007161899491236346,0.905842838266481,-0.4699424794660406,0.7903789185143192,1.193558205966127,ok,0.002816749080897251,-0.3551338137587605,0.9542594210335759,0.11222747959387637,0.06353383253448652,2.936761944738464e-12,ok,0.002649025942370068,12.516450882799063,0.8849465999299735,0.1140534089297927,ok,0.005309422840949466,0.999999975519917,0.4467675964766798,1.530973367042731,0.07125019959065537,ok
AALR3,2024-07-05,0.0139425872337474,0.0014036745464155,0.003808224657312679,0.9267286762922401,-0.46597066682121924,0.7836399707192946,1.2045955919646552,ok,0.0032213769460595417,0.03013496924956376,0.99999999,-0.006943134142968799,0.04695695935458618,0,ok,0.0019437497057905515,12.320610978612526,0.8878884707151155,0.11111153821294308,ok,0.003299654537950242,0.9999993821859192,0.4420696402064869,8.791933894460107e-9,0.9999999822083616,ok
AALR3,2024-07-12,0.0688212289892741,0.0139425872337474,0.015166146046826378,0.8577269534675028,-0.4930378230671933,0.8136021937446397,1.1703820689303408,ok,0.021256906287541448,-0.5075525272715422,0.7482988221887369,1.3050791334536944,-0.08360800666995007,0.1402398363770132,ok,0.030794931339825915,15.533042468738952,0.887129859349024,0.11187014951902023,ok,0.03635385335953753,0.9999999472574018,0.46204132685092825,1.0476279361636361e-8,0.999999979493611,ok
AALR3,2024-07-19,0.0146308003394632,0.0688212289892741,0.008808559063320683,0.8475096692503382,-0.4981057099401614,0.8157445628770228,1.1525041918749175,ok,0.009900685514554652,-0.516315142138614,0.753501424434605,1.276676336491628,-0.08095916757577919,0.15151340099365962,ok,0.009897467323995131,15.497509696414939,0.8866623042370242,0.11233770454918555,ok,0.02334799493329182,0.9999999529553717,0.4627885918575328,1.0606119097445083e-8,0.9999999788788916,ok
AALR3,2024-07-26,0.0071404080447411,0.0146308003394632,0.02597282331345953,0.8809254708214663,-0.5120241375309369,0.8114398778472429,1.1950110008655872,ok,0.027683620456572907,-0.5289155695343167,0.7497718077597231,1.3123551312903612,-0.08536653940079264,0.11424820869947716,ok,0.01712651243384924,15.578491066477312,0.8857097066110426,0.11329026935100207,ok,0.02578569313071568,0.9999999889830042,0.45915102959295373,1.1761145086058215e-8,0.9999999765645633,ok
AALR3,2024-08-02,0.0064832519412313,0.0071404080447411,0.028630236505892286,0.7486050408947381,-0.47089641632803947,0.8381454757686163,1.0706320287866422,ok,0.029365205674498275,-0.502609617757428,0.7891051540888253,1.1842150006533265,-0.06514952540097996,0.2688680911185979,ok,0.019653235285579846,15.234440643973201,0.8776818948270783,0.12131810233999554,ok,0.028354393068569447,0.9999999640665873,0.4622121847713185,1.4077770473023594,0.07382113215260988,ok
AALR3,2024-08-09,0.0071315250476523,0.0064832519412313,0.020816438825979007,0.6645109671471012,-0.4215478509853541,0.8511122970272751,1.0112745863403505,ok,0.002952594508588906,0.10407742327871741,0.99999999,-0.11235639889201621,0.04664091212354266,0,ok,0.010975105697558623,14.796373128588147,0.8556952998537525,0.14330470620247387,ok,0.020696564062647523,0.9999999829625097,0.45241232295196526,1.5014482457576772,0.06717484348898561,ok
AALR3,2024-08-16,0.0165537954154337,0.0071315250476523,0.008600237775812434,0.6409137479732482,-0.36714667746646923,0.8446531492378992,0.9952836459277035,ok,0.008441312379070507,-0.378387499826327,0.8290005214462962,1.0247316533770041,-0.022370661023275524,0.6157285705032367,ok,0.0038898165094481234,12.471529984735103,0.857642163739847,0.14135783046306521,ok,0.01056532901053162,0.9999999896467556,0.43796915767801836,1.596259956907503,0.0779970827095029,ok
AALR3,2024-08-23,0.024263528800297,0.0165537954154337,0.01058065830191285,0.5672258163660534,-0.3807345560038782,0.8621119002029038,0.8969341521008641,ok,0.010580772217716285,-0.3806848259143693,0.8620627849624267,0.897010677721171,-8.631157381246554e-5,0.9982174898550815,ok,0.020589939694837463,12.929050991922676,0.7613551640562678,0.23764484351394313,ok,0.008695433288738348,4.033782403449403e-9,0.9999997491322542,1.0936479961574488e-8,0.9999999502633363,ok
AALR3,2024-08-30,0.0012319453965061,0.024263528800297,0.013440614907515518,0.620131540174314,-0.3722667542058254,0.8502620246142623,0.9761085458718083,ok,0.013105655682258313,-0.39549373222776046,0.8300058134771796,0.9988910897262561,-0.026853938446004234,0.5798525841305961,ok,0.00894952480553249,0.16935652744477522,1.5405380911879659e-9,0.9989997548704131,ok,0.009032970256114908,1.9451966563085906e-10,0.9999997992955443,1.0836625328432248e-8,0.9999999584103458,ok
AALR3,2024-09-06,0.0016166459720286,0.0012319453965061,0.007717660612999253,0.6440662586320414,-0.3932912338813055,0.8485708294786072,0.990581692448912,ok,0.007305921663195517,-0.42915698276450187,0.822742498647376,1.0222711352224088,-0.034702148581845366,0.48558697725680977,ok,0.007672538215895381,12.89517970362853,0.8561478073551901,0.1428522010360361,ok,0.02301393101840602,0.9999999644634421,0.44986833481395827,1.1212395601782655e-8,0.9999999730086553,ok
AALR3,2024-09-13,0.0016755401106806,0.0016166459720286,0.006794551436336686,0.6471347454211294,-0.4003107727729164,0.8469447332638997,0.9844164539831953,ok,0.00677708180638838,-0.4372594462807883,0.819832385140284,1.0170735978305063,-0.036464917021978606,0.46886028526068535,ok,0.00521382182994784,12.925870533153342,0.8585308966394217,0.14046911208361207,ok,0.00906293070993088,3.062402665096989e-9,0.9999998818911684,1.129085271752033e-8,0.9999999665438666,ok
AALR3,2024-09-20,0.0027644359153095,0.0016755401106806,0.004555447215527795,0.6555592655822644,-0.3993234433560861,0.8453649609655679,0.9923677980171515,ok,0.004466552967313553,-0.44452275517135115,0.8113399447926385,1.0309102374021815,-0.043930679432080205,0.4190606112725894,ok,0.003383234839945851,12.943081065633923,0.8593649079265961,0.1396351006905589,ok,0.008097971298040922,0.9999999783128469,0.448120676907244,1.1676934825182293e-8,0.9999999722375499,ok
AALR3,2024-09-27,0.0025561348071686,0.0027644359153095,0.00524027011039028,0.653961059190351,-0.40015281948161247,0.8436730804538494,0.9872823321518401,ok,0.005500384240477349,-0.4410978034313927,0.8136887531923066,1.0229060939300427,-0.039806022220503307,0.4572729834430622,ok,0.00453272400682497,12.990077864341425,0.8597638649740442,0.13923614203546938,ok,0.006449363621825928,0.9999999755617792,0.4443687391384489,1.1567787613964145e-8,0.9999999723095954,ok
